"","Year","Age","Height","Weight","Sprint_40yd","Vertical_Jump","Bench_Press_Reps","Broad_Jump","Agility_3cone","Shuttle","BMI","Player_Typedefense","Player_Typeoffense","Player_Typespecial_teams","Position_Typedefensive_back","Position_Typedefensive_lineman","Position_Typekicking_specialist","Position_Typeline_backer","Position_Typeoffensive_lineman","Position_Typeother_special","PositionCB","PositionDB","PositionDE","PositionDT","PositionFB","PositionFS","PositionILB","PositionK","PositionLS","PositionOG","PositionOLB","PositionOT","PositionP","PositionQB","PositionRB","PositionS","PositionSS","PositionTE","PositionWR","Drafted"
"276",0.1,0.4,0.470588235294118,0.504545454697136,0.466292134831461,0.563636363636363,0.51063829787234,0.478260869565217,0.442028985507246,0.531428571428572,0.550175553183252,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3383",1,0.398325930987359,0.529411764705882,0.286363636449726,0.230337078651685,0.581818181818182,0.319148936170213,0.623188405797101,0.286231884057971,0.32,0.243131300132528,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"415",0.1,0.4,0.470588235294118,0.327272727671746,0.174157303370787,0.581818181818182,0.127659574468085,0.550724637681159,0.22463768115942,0.285714285714286,0.327145204571058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1221",0.5,0.5,0.588235294117647,0.313636363730652,0.219101123595506,0.872727272727273,0.234042553191489,0.72463768115942,0.346889829421573,0.297142857142857,0.244385822212439,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1178",0.5,0.4,0.588235294117647,0.313636363730652,0.168539325842697,0.509090909090909,0.388107607292942,0.594202898550725,0.346889829421573,0.339338590378385,0.244385822212439,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1253",0.5,0.3,0.588235294117647,0.286363636449726,0.134831460674157,0.654545454545455,0.404255319148936,0.608695652173913,0.242753623188406,0.211428571428571,0.211879053805483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1595",0.7,0.2,0.588235294117647,0.750000000425893,0.47191011235955,0.4,0.574468085106383,0.347826086956522,0.346889829421573,0.462857142857143,0.764494120191395,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2196",1,0.3,0.176470588235294,0.268181818262442,0.151685393258427,0.581818181818182,0.425531914893617,0.623188405797101,0.346889829421573,0.339338590378385,0.434158612855211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"156",0,0.5,0.529411764705882,0.34545454605945,0.269662921348315,0.557514715500327,0.48936170212766,0.405797101449275,0.228260869565217,0.142857142857143,0.315479043451218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1808",0.8,0.4,0.647058823529411,0.545454545317895,0.269662921348315,0.509090909090909,0.276595744680851,0.594202898550725,0.358695652173913,0.308571428571428,0.482593389107645,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1018",0.4,0.3,0.411764705882353,0.236363636434694,0.0842696629213485,0.672727272727273,0.388107607292942,0.63768115942029,0.242753623188406,0.291428571428572,0.244921958297203,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3251",0.8,0.398325930987359,0.647058823529411,0.768181818813597,0.426966292134832,0.4,0.446808510638298,0.434782608695652,0.346889829421573,0.339338590378385,0.74112519027771,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1363",0.6,0.4,0.588235294117647,0.686363636569978,0.477528089887641,0.327272727272727,0.680851063829787,0.318840579710145,0.52536231884058,0.428571428571428,0.688644993619526,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1864",0.8,0.4,0.647058823529411,0.531818181777642,0.241573033707865,0.581818181818182,0.388107607292942,0.63768115942029,0.271739130434783,0.222857142857143,0.466764911829985,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3379",0.9,0.398325930987359,0.529411764705882,0.209090909153768,0.157303370786517,0.654545454545455,0.388107607292942,0.565217391304348,0.181159420289855,0.257142857142857,0.148522712649094,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1474",0.6,0.4,0.588235294117647,0.536363636625094,0.320224719101124,0.618181818181818,0.531914893617021,0.521739130434783,0.322463768115942,0.251428571428571,0.509857766080896,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1262",0.5,0.3,0.470588235294118,0.400000000220462,0.202247191011236,0.890909090909091,0.48936170212766,0.753623188405797,0.228260869565217,0.228571428571429,0.418644834570875,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1813",0.8,0.2,0.352941176470588,0.290909090996547,0.157303370786517,0.654545454545455,0.276595744680851,0.681159420289855,0.346889829421573,0.339338590378385,0.35098665761096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1700",0.7,0.5,0.647058823529411,0.750000000425893,0.533707865168539,0.557514715500327,0.446808510638298,0.533548431313627,0.346889829421573,0.339338590378385,0.720020553474039,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1172",0.5,0.4,0.352941176470588,0.127272727310989,0.162921348314607,0.557514715500327,0.388107607292942,0.533548431313627,0.346889829421573,0.339338590378385,0.133350584893861,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3354",0.9,0.398325930987359,0.647058823529411,0.472727272769179,0.308471699204332,0.557514715500327,0.404255319148936,0.533548431313627,0.346889829421573,0.339338590378385,0.39817484189296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"490",0.2,0.3,0.411764705882353,0.240909090981516,0.202247191011236,0.636363636363636,0.191489361702128,0.536231884057971,0.253623188405797,0.0857142857142857,0.250800641863018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1771",0.8,0.3,0.411764705882353,0.240909090981516,0.308471699204332,0.557514715500327,0.388107607292942,0.533548431313627,0.346889829421573,0.339338590378385,0.250800641863018,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1522",0.7,0.4,0.470588235294118,0.2590909091688,0.174157303370787,0.709090909090909,0.170212765957447,0.753623188405797,0.173913043478261,0.222857142857143,0.241364301392047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"503",0.2,0.3,0.705882352941176,0.78181818235385,0.539325842696629,0.381818181818182,0.446808510638298,0.27536231884058,0.416666666666667,0.468571428571429,0.713248488785001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"27",0,0.4,0.411764705882353,0.436363636995871,0.202247191011236,0.6,0.595744680851064,0.492753623188406,0.373188405797101,0.388571428571429,0.503584035193066,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3137",0.7,0.398325930987359,0.352941176470588,0.122727272764168,0.191011235955056,0.763636363636364,0.388107607292942,0.666666666666667,0.195652173913044,0.142857142857143,0.127305138429497,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1870",0.8,0.4,0.411764705882353,0.300000000090189,0.213483146067416,0.436363636363636,0.404255319148936,0.608695652173913,0.322463768115942,0.268571428571429,0.327223528218614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1927",0.8,0.3,0.235294117647059,0.295454545543368,0.151685393258427,0.654545454545455,0.388107607292942,0.623188405797101,0.235507246376812,0.268571428571429,0.433117622030897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1628",0.7,0.4,0.705882352941176,0.43181818214842,0.275280898876405,0.472727272727273,0.340425531914894,0.536231884057971,0.217391304347826,0.285714285714286,0.317468026740274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"164",0,0.3,0.529411764705882,0.245454545528337,0.0561797752808992,0.557514715500327,0.212765957446809,0.533548431313627,0.346889829421573,0.339338590378385,0.193044400978583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1041",0.4,0.5,0.647058823529411,0.727272727190737,0.404494382022472,0.563636363636363,0.553191489361702,0.478260869565217,0.460144927536232,0.48,0.693639757577815,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2337",0,0.398325930987359,0.647058823529411,0.527272727932292,0.432584269662922,0.557514715500327,0.388107607292942,0.449275362318841,0.235507246376812,0.268571428571429,0.461488752303974,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2737",0.4,0.4,0.764705882352941,0.78181818235385,0.567415730337079,0.557514715500327,0.388107607292942,0.533548431313627,0.346889829421573,0.339338590378385,0.671213479495973,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"950",0.4,0.5,0.588235294117647,0.69545454526278,0.601123595505618,0.557514715500327,0.234042553191489,0.533548431313627,0.346889829421573,0.339338590378385,0.699480582944025,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2399",0.1,0.3,0.588235294117647,0.386363636680209,0.269662921348315,0.6,0.297872340425532,0.608695652173913,0.246376811594203,0.228571428571429,0.331070538542265,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2951",0.6,0.3,0.705882352941176,0.718181818497935,0.724719101123595,0.272727272727273,0.388107607292942,0.27536231884058,0.590579710144928,0.605714285714286,0.64128840493449,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1551",0.7,0.5,0.588235294117647,0.677272727877177,0.50561797752809,0.557514715500327,0.680851063829787,0.289855072463768,0.510869565217392,0.514285714285714,0.677809403861569,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"2766",0.4,0.5,0.588235294117647,0.413636363760715,0.241573033707865,0.454545454545455,0.276595744680851,0.478260869565217,0.351449275362319,0.28,0.363577307382679,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"391",0.1,0.4,0.352941176470588,0.168181818232379,0.101123595505618,0.8,0.212765957446809,0.695652173913044,0.130434782608696,0.165714285714286,0.187759603073136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1097",0.5,0.4,0.764705882352941,0.504545454697136,0.376404494382022,0.581818181818182,0.388107607292942,0.608695652173913,0.41304347826087,0.36,0.365661074443767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"449",0.2,0.2,0.588235294117647,0.772727272658948,0.398876404494382,0.345454545454545,0.468085106382979,0.533548431313627,0.561594202898551,0.462857142857143,0.79158309415283,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2362",0,0.398325930987359,0.352941176470588,0.1727272727792,0.168539325842697,0.557514715500327,0.388107607292942,0.533548431313627,0.346889829421573,0.339338590378385,0.1938050495375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1662",0.7,0.3,0.647058823529411,0.336363636364547,0.314606741573034,0.490909090909091,0.388107607292942,0.521739130434783,0.27536231884058,0.297142857142857,0.239890065648697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"943",0.4,0.4,0.588235294117647,0.513636363389938,0.331460674157303,0.618181818181818,0.388107607292942,0.521739130434783,0.326086956521739,0.4,0.48276879211946,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"104",0,0.3,0.176470588235294,0.209090909153768,0.0449438202247191,0.836363636363636,0.388107607292942,0.695652173913044,0.134057971014493,0.268571428571429,0.348480359839422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2962",0.6,0.3,0.588235294117647,0.436363636995871,0.410112359550562,0.527272727272727,0.361702127659574,0.536231884057971,0.351449275362319,0.297142857142857,0.390666281344114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"414",0.1,0.4,0.647058823529411,0.663636364336923,0.460674157303371,0.472727272727273,0.446808510638298,0.521739130434783,0.376811594202899,0.382857142857143,0.619773528548237,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2905",0.5,0.3,0.411764705882353,0.404545455067914,0.455056179775281,0.490909090909091,0.297872340425532,0.434782608695652,0.539855072463768,0.428571428571428,0.46243325023236,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"229",0.1,0.3,0.588235294117647,0.750000000425893,0.50561797752809,0.418181818181818,0.680851063829787,0.289855072463768,0.481884057971015,0.525714285714286,0.764494120191395,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"699",0.3,0.4,0.294117647058823,0.195454545513305,0.168539325842697,0.618181818181818,0.340425531914894,0.550724637681159,0.213768115942029,0.108571428571429,0.257432756916266,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2027",0.9,0.4,0.647058823529411,0.522727273084841,0.308471699204332,0.557514715500327,0.388107607292942,0.533548431313627,0.346889829421573,0.339338590378385,0.45621259321142,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2618",0.3,0.5,0.647058823529411,0.272727272809263,0.134831460674157,0.581818181818182,0.170212765957447,0.536231884057971,0.346889829421573,0.24,0.166023836619119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1487",0.6,0.5,0.705882352941176,0.718181818497935,0.48876404494382,0.490909090909091,0.48936170212766,0.507246376811594,0.586956521739131,0.485714285714286,0.64128840493449,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"838",0.3,0.4,0.411764705882353,0.43181818214842,0.185393258426966,0.654545454545455,0.388107607292942,0.565217391304348,0.346889829421573,0.339338590378385,0.49770535162725,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2275",0,0.3,0.470588235294118,0.427272727300968,0.219101123595506,0.557514715500327,0.388107607292942,0.533548431313627,0.346889829421573,0.339338590378385,0.452957195929171,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2427",0.1,0.4,0.117647058823529,0,0.0842696629213485,0.490909090909091,0.388107607292942,0.507246376811594,0.217391304347826,0.274285714285714,0.0748434842268048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2840",0.5,0.4,0.647058823529411,0.672727273029725,0.455056179775281,0.218181818181818,0.531914893617021,0.347826086956522,0.346889829421573,0.339338590378385,0.630325847166801,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2815",0.4,0.398325930987359,0.588235294117647,0.69545454526278,0.679775280898876,0.236363636363636,0.531914893617021,0.202898550724638,0.586956521739131,0.657142857142857,0.699480582944025,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1973",0.9,0.2,0.588235294117647,0.750000000425893,0.578651685393259,0.557514715500327,0.595744680851064,0.533548431313627,0.346889829421573,0.339338590378385,0.764494120191395,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1954",0.9,0.3,0.88235294117647,0.890909091677976,0.915730337078651,0.0727272727272727,0.25531914893617,0.0579710144927536,0.576086956521739,0.897142857142857,0.706104683796993,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"263",0.1,0.5,0.529411764705882,0.395454545373011,0.275280898876405,0.727272727272727,0.468085106382979,0.608695652173913,0.346889829421573,0.339338590378385,0.376696364687536,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2792",0.4,0.5,0.294117647058823,0.163636363685558,0.146067415730337,0.557514715500327,0.297872340425532,0.533548431313627,0.346889829421573,0.339338590378385,0.213896905813933,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"589",0.2,0.5,0.411764705882353,0.21818181824741,0.112359550561798,0.727272727272727,0.212765957446809,0.652173913043478,0.213768115942029,0.148571428571429,0.221407224033942,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1996",0.9,0.3,0.705882352941176,0.43181818214842,0.297752808988764,0.527272727272727,0.276595744680851,0.608695652173913,0.260869565217391,0.337142857142857,0.317468026740274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2265",0,0.4,0.235294117647059,0.186363636419663,0.146067415730337,0.636363636363636,0.276595744680851,0.565217391304348,0.260869565217391,0.228571428571429,0.279493951743212,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1366",0.6,0.4,0.235294117647059,0.213636363700589,0.191011235955056,0.654545454545455,0.319148936170213,0.507246376811594,0.340579710144927,0.194285714285715,0.317899869423498,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2465",0.1,0.398325930987359,0.411764705882353,0.377272726985306,0.207865168539326,0.818181818181818,0.404255319148936,0.652173913043478,0.369565217391304,0.354285714285714,0.42716114883747,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1289",0.5,0.3,0.352941176470588,0.213636363700589,0.151685393258427,0.654545454545455,0.276595744680851,0.579710144927536,0.355072463768116,0.217142857142857,0.248214067716774,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3245",0.8,0.398325930987359,0.470588235294118,0.313636363730652,0.235955056179775,0.636363636363636,0.361702127659574,0.63768115942029,0.346889829421573,0.339338590378385,0.309989024108639,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2248",1,0.2,0.352941176470588,0.277272727356084,0.146067415730337,0.709090909090909,0.25531914893617,0.652173913043478,0.192028985507246,0.165714285714286,0.332850318217868,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"3124",0.7,0.4,0.235294117647059,0.21818181824741,0.247191011235955,0.618181818181818,0.234042553191489,0.550724637681159,0.242753623188406,0.188571428571428,0.324300855703546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"68",0,0.5,0.411764705882353,0.222727272794231,0.174157303370787,0.745454545454545,0.25531914893617,0.594202898550725,0.188405797101449,0.2,0.227285907599758,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1963",0.9,0.4,0.647058823529411,0.718181818497935,0.556179775280899,0.527272727272727,0.851063829787234,0.36231884057971,0.36231884057971,0.394285714285714,0.683087439392708,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2104",0.9,0.5,0.88235294117647,0.727272727190737,0.308471699204332,0.4,0.468085106382979,0.391304347826087,0.346889829421573,0.339338590378385,0.534682270948472,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2471",0.1,0.398325930987359,0.411764705882353,0.422727272453517,0.348314606741573,0.763636363636364,0.574468085106383,0.521739130434783,0.206521739130435,0.171428571428572,0.485947984495621,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2746",0.4,0.4,0.352941176470588,0.336363636364547,0.292134831460674,0.557514715500327,0.388107607292942,0.521739130434783,0.346889829421573,0.339338590378385,0.411441122254599,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2818",0.5,0.3,0.352941176470588,0.331818181517096,0.129213483146068,0.654545454545455,0.297872340425532,0.623188405797101,0.394927536231884,0.251428571428571,0.405395675790235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1061",0.4,0.5,0.529411764705882,0.163636363685558,0.219101123595506,0.6,0.170212765957447,0.681159420289855,0.25,0.262857142857143,0.0928706022372339,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"778",0.3,0.3,0.588235294117647,0.318181818277473,0.168539325842697,0.690909090909091,0.361702127659574,0.681159420289855,0.346889829421573,0.339338590378385,0.249803617091418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"985",0.4,0.4,0.352941176470588,0.195454545513305,0.095505617977528,0.636363636363636,0.425531914893617,0.710144927536232,0.195652173913044,0.142857142857143,0.224032281859319,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"368",0.1,0.4,0.588235294117647,0.709090909805134,0.348314606741573,0.581818181818182,0.595744680851064,0.521739130434783,0.481884057971015,0.514285714285714,0.715733967580961,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"348",0.1,0.4,0.705882352941176,0.686363636569978,0.52247191011236,0.272727272727273,0.531914893617021,0.289855072463768,0.478260869565217,0.462857142857143,0.605308363009234,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"66",0,0.4,0.647058823529411,0.522727273084841,0.370786516853933,0.545454545454545,0.468085106382979,0.594202898550725,0.442028985507246,0.462857142857143,0.45621259321142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"851",0.3,0.4,0.705882352941176,0.750000000425893,0.443820224719101,0.454545454545455,0.382978723404255,0.434782608695652,0.47463768115942,0.451428571428571,0.677268446859745,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2418",0.1,0.5,0.470588235294118,0.481818182464081,0.303370786516854,0.557514715500327,0.340425531914894,0.507246376811594,0.346889829421573,0.339338590378385,0.521581918645762,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"957",0.4,0.3,0.117647058823529,0.109090909123705,0.202247191011236,0.527272727272727,0.106382978723404,0.565217391304348,0.192028985507246,0.32,0.237775605878017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2835",0.5,0.3,0.411764705882353,0.190909090966484,0.219101123595506,0.727272727272727,0.127659574468085,0.608695652173913,0.202898550724638,0.154285714285714,0.186135122639052,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2209",1,0.4,0.352941176470588,0.245454545528337,0.117977528089888,0.927272727272727,0.340425531914894,0.797101449275362,0.206521739130435,0.188571428571428,0.290532192967321,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3353",0.9,0.398325930987359,0.294117647058823,0.250000000075158,0.230337078651685,0.690909090909091,0.234042553191489,0.63768115942029,0.346889829421573,0.339338590378385,0.332065643962962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3336",0.9,0.398325930987359,0.529411764705882,0.377272726985306,0.202247191011236,0.563636363636363,0.276595744680851,0.63768115942029,0.242753623188406,0.2,0.354435520522792,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3088",0.7,0.4,0.588235294117647,0.763636363966146,0.617977528089888,0.363636363636364,0.212765957446809,0.420289855072464,0.731884057971015,0.582857142857143,0.78074750482833,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1048",0.4,0.3,0.588235294117647,0.481818182464081,0.213483146067416,0.563636363636363,0.531914893617021,0.594202898550725,0.311594202898551,0.337142857142857,0.444844228833526,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3174",0.8,0.4,0.294117647058823,0.200000000060126,0.219101123595506,0.490909090909091,0.234042553191489,0.550724637681159,0.329710144927536,0.388571428571429,0.263652163845064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1930",0.8,0.4,0.647058823529411,0.718181818497935,0.52808988764045,0.327272727272727,0.51063829787234,0.405797101449275,0.460144927536232,0.525714285714286,0.683087439392708,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"2673",0.3,0.398325930987359,0.588235294117647,0.354545454752252,0.179775280898877,0.654545454545455,0.388107607292942,0.507246376811594,0.346889829421573,0.194285714285715,0.293145975256331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
